Adress,Område,Region,Datum,Slutpris,Begärt pris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Elevator,Byggår,Avgift/månad,Driftskostnad 
"Vanadisvägen 26A, 2 tr",Vasastan,Stockholms kommun,2021-05-03,6500000,5950000,Lägenhet,Bostadsrätt,2 ,66 ,True,,,1914,2689,4800
"Karlbergsvägen 87A, 6tr",Vasastan - Birkastan,Stockholms kommun,2021-05-02,6250000,5995000,Lägenhet,Bostadsrätt,2 ,60 ,,6 av 7,True,1912,2942,
"Birger Jarlsgatan 115A, 1,5tr.",Vasastan - Östermalm,Stockholms kommun,2021-04-30,5900000,5795000,Lägenhet,Bostadsrätt,2 ,53 ,True,1,True,1913,2694,
"Vikingagatan 20, 1 TR",Birkastan/Vasastan,Stockholms kommun,2021-04-30,5600000,5295000,Lägenhet,Bostadsrätt,2 ,53 ,False,1 av 5,True,1911,1823,4000
"Norrtullsgatan 38, 4tr",Vasastaden,Stockholms kommun,2021-04-30,3850000,3800000,Lägenhet,Bostadsrätt,2 ,45 ,False,,,1939,2472,
"Torsgatan 58, 3 tr",Vasastan,Stockholms kommun,2021-04-30,5200000,3995000,Lägenhet,Bostadsrätt,2 ,41 ,,,,1921,2942,4900
"Rörstrandsgatan 10, 3 tr",Vasastan,Stockholms kommun,2021-04-29,7750000,7750000,Lägenhet,Bostadsrätt,2 ,70 ,False,3 av 6,True,1912,2139,4000
"Västmannagatan 89A, 3tr ö.g",Vasastan,Stockholms kommun,2021-04-29,4940000,4195000,Lägenhet,Bostadsrätt,2 ,39 ,True,3,False,1906,1515,
Vanadisvägen 4,Vasastan,Stockholms kommun,2021-04-29,5700000,5200000,Lägenhet,Bostadsrätt,2 ,69 ,False,1 av 5,True,1929,2396,
Dalagatan 40A,Vasastan / Vasaparken,Stockholms kommun,2021-04-29,5500000,4495000,Lägenhet,Bostadsrätt,2 ,45 ,True,1,False,1886,1889,
"Väringgatan 27, 1 tr",Vasastan,Stockholms kommun,2021-04-29,4850000,3845000,Lägenhet,Bostadsrätt,2 ,45 ,,1 av 5,True,1936,2317,4920
"Roslagsgatan 17, 6 tr VIND",Vasastan Sibirien,Stockholms kommun,2021-04-29,5750000,4250000,Lägenhet,Bostadsrätt,2 ,39 ,True,6 av 6,True,1907,769,11400
"Döbelnsgatan 18, 3 tr",Vasastan,Stockholms kommun,2021-04-29,7100000,5995000,Lägenhet,Bostadsrätt,2 ,56 ,False,,,1891,3704,4200
Tomtebogatan 28A,Birkastan/ Vasastan,Stockholms kommun,2021-04-29,6550000,6295000,Lägenhet,Bostadsrätt,2 ,61 ,True,,,1906,1713,4600
Tre liljor 6,Vasastan,Stockholms kommun,2021-04-28,4800000,4695000,Lägenhet,Bostadsrätt,2 ,49 ,False,1 av 5,True,1924,2258,
"Vanadisvägen 25, 5 tr",Vasastan,Stockholms kommun,2021-04-28,6250000,6250000,Lägenhet,Bostadsrätt,2 ,52 ,True,5 av 6,True,1904,2708,3000
"Birger Jarlsgatan 77, 1/2 tr, gårdsläge",Vasastan / Östermalm,Stockholms kommun,2021-04-28,6200000,4995000,Lägenhet,Bostadsrätt,2 ,48 ,False,1 av 5,True,1915,61,5000
Vulcanusgatan 3,Vasastan,Stockholms kommun,2021-04-28,5200000,5200000,Lägenhet,Bostadsrätt,2 ,50 ,False,,,1929,2954,4000
"Dalagatan 68A, 3 tr",Vasastan,Stockholms kommun,2021-04-28,7100000,6595000,Lägenhet,Andel i bostadsförening,2 ,66 ,True,,,1896,3493,
"Rörstrandsgatan 32A, 3tr",Vasastan - Birkastan,Stockholms kommun,2021-04-27,6550000,5795000,Lägenhet,Bostadsrätt,2 ,53 ,True,3 av 4,False,1906,1835,
Dannemoragatan 18,Stockholm,Stockholms kommun,2021-04-27,3950000,3895000,Lägenhet,Bostadsrätt,2 ,49 ,,,,1947,2478,
"Vikingagatan 7, 2 tr",Vasastan,Stockholms kommun,2021-04-27,6900000,5900000,Lägenhet,Bostadsrätt,2 ,64 ,,2 av 5,True,1909,3213,
"Sveavägen 139, 2tr",Vasastan,Stockholms kommun,2021-04-27,3470000,3050000,Lägenhet,Bostadsrätt,2 ,37 ,False,2,True,1927,1847,
Karlbergsvägen 28,Vasastan,Stockholms kommun,2021-04-27,3400000,3495000,Lägenhet,Bostadsrätt,2 ,33 ,,,,1903,1302,3948
"Torsplan 8, vån 5",Vasastan/Hagastaden,Stockholms kommun,2021-04-26,5875000,5495000,Lägenhet,Bostadsrätt,2 ,57 ,True,5 av 35,True,2019,3574,
"Torsgatan 59, 3,5tr",Vasastan,Stockholms kommun,2021-04-26,6850000,5575000,Lägenhet,Bostadsrätt,2 ,53 ,True,3,True,1913,2282,
Sveavägen 137,Vasastan,Stockholms kommun,2021-04-26,4300000,3795000,Lägenhet,Bostadsrätt,2 ,42 ,,,,1927,1775,7000
Sveavägen 140,Vasastan,Stockholms kommun,2021-04-25,6700000,6195000,Lägenhet,Bostadsrätt,2 ,75 ,True,1,True,1929,1875,6200
"Ingemarsgatan 2, 4tr",Vasastan,Stockholms kommun,2021-04-25,6800000,6800000,Lägenhet,Bostadsrätt,2 ,63 ,True,4 av 7,True,1970,2740,
"Frejgatan 48 A, 3 tr",Vasastan,Stockholms kommun,2021-04-25,6500000,6250000,Lägenhet,Bostadsrätt,2 ,59 ,True,3 av 3,False,1902 - 1903,3383,
Upplandsgatan 54E,Vasastan,Stockholms kommun,2021-04-24,8050000,7850000,Lägenhet,Bostadsrätt,2 ,75 ,False,1 av 4,True,1905,3112,4860
"Västmannagatan 61A, 2 tr",Vasastan - Odenplan,Stockholms kommun,2021-04-24,6800000,,Lägenhet,Bostadsrätt,2 ,56 ,,2 av 5,False,,2139,
"Falugatan 20, 2tr",Vasastan - Röda Bergen,Stockholms kommun,2021-04-23,6900000,5995000,Lägenhet,Bostadsrätt,2 ,76 ,,2 av 2,False,1925,3628,
"Hälsingegatan 33, 4 tr",Vasastan,Stockholms kommun,2021-04-23,4400000,3695000,Lägenhet,Bostadsrätt,2 ,"33,5 ",True,4 av 5,False,1924,2214,4200
Falugatan 16,Vasastan,Stockholms kommun,2021-04-23,4600000,4720000,Lägenhet,Bostadsrätt,2 ,43 ,False,3 av 3,False,1925,2253,
"Hagagatan 20 A, 1 tr ö.g",Vasastan,Stockholms kommun,2021-04-23,4320000,3550000,Lägenhet,Andel i bostadsförening,2 ,36 ,True,1 av 5,False,1906,1493,
Nina Einhorns Gata 4,Vasastan - Hagastaden,Stockholms kommun,2021-04-23,5900000,5900000,Lägenhet,Bostadsrätt,2 ,54 ,,12 av 13,False,2017,3338,4200
Vegagatan 17,Vasastan / Odenplan,Stockholms kommun,2021-04-23,7275000,5795000,Lägenhet,Bostadsrätt,2 ,52 ,True,1,True,1899,857,7626
"Frejgatan 22, 3tr",Vasastan,Stockholms kommun,2021-04-23,7100000,5950000,Lägenhet,Bostadsrätt,2 ,60 ,True,3 av 4,True,1925,2055,
Karlbergsvägen 78 A,Vasastan/Birkastan,Stockholms kommun,2021-04-23,6400000,5950000,Lägenhet,Bostadsrätt,2 ,56 ,True,,,,2775,7300
Roslagsgatan 42c,Vasastan,Stockholms kommun,2021-04-23,5600000,4850000,Lägenhet,Bostadsrätt,2 ,57 ,,,,1885,3048,
Västmannagatan 74,Vasastan,Stockholms kommun,2021-04-23,7200000,5950000,Lägenhet,Andel i bostadsförening,2 ,65 ,,,,1902,1768,4100
Tomtebogatan 46B,Birkastan,Stockholms kommun,2021-04-23,4015000,3995000,Lägenhet,Bostadsrätt,2 ,47 ,,,,1908,2465,10800
"Kungstensgatan 55, 2tr",Vasastan - Odenplan,Stockholms kommun,2021-04-22,7570000,5995000,Lägenhet,Bostadsrätt,2 ,60 ,True,2 av 4,True,1886,2208,
"Bråvallagatan 10, 3tr",Vasastan - Birkastan,Stockholms kommun,2021-04-22,6700000,5795000,Lägenhet,Bostadsrätt,2 ,60 ,,3 av 4,False,1916,1717,
Atlasgatan 11,Vasastan - Atlas,Stockholms kommun,2021-04-22,3900000,3595000,Lägenhet,Bostadsrätt,2 ,41 ,,0,True,1928,1728,8465
Torbjörn Klockares Gata 23,Vasastan,Stockholms kommun,2021-04-22,4000000,3395000,Lägenhet,Bostadsrätt,2 ,36 ,False,2 av 3,False,1924,2560,3620
"Tegnérgatan 19, 2tr",Vasastan - Norrmalm,Stockholms kommun,2021-04-22,6100000,5495000,Lägenhet,Bostadsrätt,2 ,60 ,True,2 av 6,True,1934,2738,5520
"Tomtebogatan 51, 2tr",Vasastan/Birkastan,Stockholms kommun,2021-04-22,6880000,5995000,Lägenhet,Bostadsrätt,2 ,60 ,True,2 av 5,True,1907,3218,4800
"Karlbergsvägen 69 B, 5 tr",Vasastan - Birkastan,Stockholms kommun,2021-04-22,5950000,5200000,Lägenhet,Bostadsrätt,2 ,53 ,,,,1907,2608,4400
"Gävlegatan 13, 4 tr",Vasastan,Stockholms kommun,2021-04-22,4100000,4250000,Lägenhet,Bostadsrätt,2 ,45 ,,,,1924,2454,
"Tomtebogatan 28A, 3 tr",Vasastan - Birkastan,Stockholms kommun,2021-04-21,4650000,3495000,Lägenhet,Bostadsrätt,2 ,37 ,,3 av 5,True,1906,1056,
"Tomtebogatan 49, 1,5tr",Vasastan - Birkastan,Stockholms kommun,2021-04-21,6350000,5500000,Lägenhet,Bostadsrätt,2 ,58 ,True,1,True,1907,2629,
"Nina Einhorns Gata 1, 9 tr",Vasastan - Hagastaden,Stockholms kommun,2021-04-21,4410000,3750000,Lägenhet,Bostadsrätt,2 ,"37,5 ",True,9 av 12,True,2018,2172,3852
Gävlegatan 32,Hagastaden Vasastan,Stockholms kommun,2021-04-21,3900000,3550000,Lägenhet,Bostadsrätt,2 ,35 ,True,2 av 14,True,2017,1750,
"Rådmansgatan 77, 1,5tr",Vasastan,Stockholms kommun,2021-04-21,5375000,4295000,Lägenhet,Andel i bostadsförening,2 ,40 ,True,1,True,1876,1481,4250
Atlasgatan 3,Vasastan,Stockholms kommun,2021-04-21,6100000,4795000,Lägenhet,Bostadsrätt,2 ,48 ,True,5 av 5,True,,2190,6468
Tomtebogatan 34,Vasastan - Birkastan,Stockholms kommun,2021-04-20,4200000,3995000,Lägenhet,Bostadsrätt,2 ,48 ,,,,1911,2831,
Robert Almströmsgatan 10,Vasastan - Birkastan,Stockholms kommun,2021-04-20,5270000,4450000,Lägenhet,Bostadsrätt,2 ,45 ,True,2 av 5,True,1928,1988,8400
"Nina einhorns gata 1, vån 8",Vasastan/Hagastaden,Stockholms kommun,2021-04-20,4350000,3995000,Lägenhet,Bostadsrätt,2 ,42 ,True,8 av 12,True,2018,2364,
"Falugatan 24, 3tr",Vasastan,Stockholms kommun,2021-04-20,6800000,5995000,Lägenhet,Bostadsrätt,2 ,75 ,False,3 av 3,False,1924,3734,5640
"Karlbergsvägen 54 0,5 tr ÖG",Vasastan,Stockholms kommun,2021-04-20,4000000,3595000,Lägenhet,Bostadsrätt,2 ,40 ,,0,True,1913,2272,4800
Tre Liljor 3,Vasastan,Stockholms kommun,2021-04-20,5150000,4995000,Lägenhet,Bostadsrätt,2 ,52 ,False,1 av 5,True,1923,1676,8000
"Döbelnsgatan 91, inkl garage",Vasastan,Stockholms kommun,2021-04-20,6750000,6495000,Lägenhet,Bostadsrätt,2 ,67 ,True,,,1972,1698,
"Gävlegatan 32, vån 4",Vasastaden,Stockholms kommun,2021-04-19,4950000,,Lägenhet,Bostadsrätt,2 ,47 ,True,4 av 14,True,2017,2350,
Västmannagatan 50 - 7 tr,Vasastan Odenplan,Stockholms kommun,2021-04-16,5600000,4500000,Lägenhet,Bostadsrätt,2 ,32 ,True,7 av 7,True,1972,1989,
Hagagatan 18,Vasastan,Stockholms kommun,2021-04-16,8510000,7250000,Lägenhet,Bostadsrätt,2 ,75 ,True,5 av 5,False,1906,3464,
"Birger Jarlsgatan 111 B, 4tr",Vasastan - Sibirien,Stockholms kommun,2021-04-15,6300000,5750000,Lägenhet,Bostadsrätt,2 ,58 ,True,4 av 5,True,1906,2662,
Rörstrandsgatan 40,Vasastan,Stockholms kommun,2021-04-15,5300000,4495000,Lägenhet,Bostadsrätt,2 ,45 ,False,,,1906,1638,4000
"Luntmakargatan 63, ACCEPTERAT PRIS",Vasastan,Stockholms kommun,2021-04-15,4400000,4500000,Lägenhet,Bostadsrätt,2 ,46 ,False,1 av 5,True,1939,1528,4860
"Torsgatan 77, 2tr",Vasastan,Stockholms kommun,2021-04-15,4200000,3795000,Lägenhet,Bostadsrätt,2 ,"42,5 ",False,1,True,1926,2313,3449
"Völundsgatan 7, 1,5 tr",Vasastan,Stockholms kommun,2021-04-15,4525000,3995000,Lägenhet,Bostadsrätt,2 ,42 ,,,,1927,1825,2200
"Tomtebogatan 21 A, 4 tr",Vasastan,Stockholms kommun,2021-04-15,7300000,6250000,Lägenhet,Bostadsrätt,2 ,53 ,True,,,1909,2377,
Roslagsgatan 42,Vasastan,Stockholms kommun,2021-04-14,3430000,2950000,Lägenhet,Bostadsrätt,2 ,26 ,False,,,1885,1524,
Västmannagatan 89,Vasastan,Stockholms kommun,2021-04-14,5500000,,Lägenhet,Bostadsrätt,2 ,52 ,,0,False,1908,1937,
Dalagatan 70A,Vasastan - Odenplan,Stockholms kommun,2021-04-14,5375000,4675000,Lägenhet,Bostadsrätt,2 ,36 ,True,4 av 4,False,1895,1768,9000
"Sveavägen 121B, 1/2 tr",Vasastan,Stockholms kommun,2021-04-14,3790000,3145000,Lägenhet,Bostadsrätt,2 ,33 ,,0 av 5,False,1929,1546,4440
"Birger Jarlsgatan 115B, 4tr",Vasastan,Stockholms kommun,2021-04-14,5850000,5495000,Lägenhet,Bostadsrätt,2 ,62 ,,,,1913,2883,3000
"SVEAVÄGEN 135, 2TR",Vasastan,Stockholms kommun,2021-04-14,6510000,5900000,Lägenhet,Bostadsrätt,2 ,77 ,,,,1926,2810,3900
Tegnérgatan 36,Vasastan,Stockholms kommun,2021-04-14,7250000,6250000,Lägenhet,Bostadsrätt,2 ,60 ,,,,1890,3112,7200
Roslagsgatan 29,Vasastan - Sibirien,Stockholms kommun,2021-04-13,5150000,4495000,Lägenhet,Bostadsrätt,2 ,58 ,True,2,True,1936,3643,
"Torsplan 10, 9tr",Vasastan - Hagastaden,Stockholms kommun,2021-04-13,6440000,5995000,Lägenhet,Bostadsrätt,2 ,56 ,,9 av 34,True,2018,3584,
"Upplandsgatan 85B, 3tr",Vasastan,Stockholms kommun,2021-04-13,7700000,6595000,Lägenhet,Bostadsrätt,2 ,63 ,True,3 av 4,True,1902,2901,5100
"Västmannagatan 61B, 3tr",Vasastan Odenplan,Stockholms kommun,2021-04-13,7050000,5975000,Lägenhet,Bostadsrätt,2 ,58 ,False,3 av 5,False,1902,2139,
"Birger Jarlsgatan 81, 2 tr",Vasastan/Östermalm,Stockholms kommun,2021-04-13,6250000,4995000,Lägenhet,Bostadsrätt,2 ,49 ,True,,,1919,2199,7200
"Karlbergsvägen 80B, 3,5 tr",Vasstan,Stockholms kommun,2021-04-13,7370000,6195000,Lägenhet,Bostadsrätt,2 ,"62,5 ",True,,,1912,2890,5700
"Observatoriegatan 9, 4 tr",Vasastan,Stockholms kommun,2021-04-13,7525000,5995000,Lägenhet,Andel i bostadsförening,2 ,59 ,,,,1881,2920,
"Torbjörn Klockares gata 3, 1tr",Vasastan,Stockholms kommun,2021-04-13,6350000,5495000,Lägenhet,Bostadsrätt,2 ,62 ,,,,1923,3107,4200
Roslagsgatan 27,Vasastan,Stockholms kommun,2021-04-12,4375000,4375000,Lägenhet,Bostadsrätt,2 ,43 ,False,1 av 5,True,1936,1806,
"Birger Jarlsgatan 103B, 4tr",Vasastan,Stockholms kommun,2021-04-12,3800000,3150000,Lägenhet,Andel i bostadsförening,2 ,"30,1 ",False,4 av 5,True,1884,1528,3620
"Dalagatan 86C, vån 4",Vasastan,Stockholms kommun,2021-04-12,5250000,4495000,Lägenhet,Bostadsrätt,2 ,48 ,False,4 av 5,True,1916,2981,4000
"Tulegatan 45, 4 tr",Vasastan,Stockholms kommun,2021-04-12,5700000,4975000,Lägenhet,Bostadsrätt,2 ,60 ,True,,,1967,882,
"Gävlegatan 3, 4tr",Vasastan - Röda Bergen,Stockholms kommun,2021-04-11,4875000,4495000,Lägenhet,Bostadsrätt,2 ,46 ,False,4 av 5,False,1926,1668,5400
"Sonja Kovalevskys Gata 11, våning 4",Vasastan/Hagastaden,Stockholms kommun,2021-04-11,4955000,4495000,Lägenhet,Bostadsrätt,2 ,46 ,True,4 av 13,True,2018,2300,
Sankt Eriksplan 15,Vasastan - Sankt Eriksplan,Stockholms kommun,2021-04-11,4100000,3695000,Lägenhet,Bostadsrätt,2 ,37 ,False,-3 av 6,True,1927,1512,
"Tomtebogatan 29, 4 tr",Birkastan/Vasastan,Stockholms kommun,2021-04-10,8300000,8300000,Lägenhet,Bostadsrätt,2 ,67 ,,4 av 5,False,1907,2142,15900
"Upplandsgatan 85A, 4 tr",Vasastan,Stockholms kommun,2021-04-09,8100000,6750000,Lägenhet,Bostadsrätt,2 ,73 ,False,4 av 5,True,1902,3260,
"Karlbergsvägen 66C, över gård",Vasastan - Birkastan,Stockholms kommun,2021-04-09,3800000,2995000,Lägenhet,Bostadsrätt,2 ,32 ,,,,1906,1871,
"Tomtebogatan 51, 1 tr",Vasastan - Birkastan,Stockholms kommun,2021-04-09,7000000,5950000,Lägenhet,Bostadsrätt,2 ,57 ,True,1 av 5,True,,3042,
Roslagsgatan 19A ÖG,Vasastan,Stockholms kommun,2021-04-09,5025000,4195000,Lägenhet,Bostadsrätt,2 ,47 ,,0 av 5,True,1904,1349,
Hagagatan 50,Vasastan - Odenplan,Stockholms kommun,2021-04-09,3500000,3500000,Lägenhet,Bostadsrätt,2 ,"45,6 ",False,,,,2930,
"Roslagsgatan 22, 1 tr",Vasastan- Östermalm,Stockholms kommun,2021-04-09,6400000,6195000,Lägenhet,Bostadsrätt,2 ,59 ,True,1 av 5,True,1912,2709,5520
"Sveavägen 134, 3tr Ö.G",Vasastan,Stockholms kommun,2021-04-09,4650000,3995000,Lägenhet,Bostadsrätt,2 ,"40,5 ",True,3 av 5,True,1937,2300,4250
Birger Jarlsgatan 115 b,Sibirien,Stockholms kommun,2021-04-09,5700000,5250000,Lägenhet,Bostadsrätt,2 ,58 ,,,,1913,2977,600
"Surbrunnsgatan 59, 4 tr",Vasastan - Odenplan,Stockholms kommun,2021-04-08,5680000,4995000,Lägenhet,Bostadsrätt,2 ,63 ,True,4 av 7,True,1974,3282,7800
Observatoriegatan 14,Vasastan - Odenplan,Stockholms kommun,2021-04-08,4950000,4495000,Lägenhet,Bostadsrätt,2 ,52 ,False,,,1882,2210,8100
Rödabergsbrinken 7,Vasastaden,Stockholms kommun,2021-04-08,3750000,3295000,Lägenhet,Bostadsrätt,2 ,33 ,False,1,False,1927,987,
"Roslagsgatan 23A, 2 tr",Vasastan,Stockholms kommun,2021-04-08,6225000,5495000,Lägenhet,Bostadsrätt,2 ,54 ,True,,,1903,2480,7600
"Drejargatan 6, 2 tr",Vasastan,Stockholms kommun,2021-04-08,5650000,4495000,Lägenhet,Bostadsrätt,2 ,42 ,True,,,1928,2275,7200
"Robert Almströmsgatan 10, 3tr",Vasastan - Birkastan,Stockholms kommun,2021-04-07,4680000,3750000,Lägenhet,Bostadsrätt,2 ,35 ,True,3 av 5,True,1926,1614,
Rådmansgatan 80A,Vasastan,Stockholms kommun,2021-04-07,3600000,3295000,Lägenhet,Bostadsrätt,2 ,31 ,False,3,True,1886,1838,
Tomtebogatan 37A,Vasastan - Birkastan,Stockholms kommun,2021-04-07,6335000,5395000,Lägenhet,Bostadsrätt,2 ,54 ,True,1 av 4,True,1929,2568,4920
"Roslagsgatan 9, 3 tr",Vasastan,Stockholms kommun,2021-04-07,5660000,5150000,Lägenhet,Bostadsrätt,2 ,49 ,,,,,2280,3000
"Birkagatan 28B, 5tr",Vasastan - Birkastan,Stockholms kommun,2021-04-06,7200000,5995000,Lägenhet,Bostadsrätt,2 ,63 ,False,5 av 5,True,1903,1949,
"Sonja Kovalevskys Gata 11, 4tr",Hagastaden,Stockholms kommun,2021-04-04,6300000,6300000,Lägenhet,Bostadsrätt,2 ,63 ,,4 av 13,False,2017,3150,
"Gävlegatan 36B, 2 tr",Hagastaden Vasastan,Stockholms kommun,2021-04-04,3500000,3500000,Lägenhet,Bostadsrätt,2 ,33 ,False,2 av 16,True,2021,1982,
Frejgatan 50,Vasastan,Stockholms kommun,2021-04-02,5650000,5195000,Lägenhet,Andel i bostadsförening,2 ,47 ,False,2 av 4,False,1896,2620,7200
"Dalagatan 86 B, 2 tr",Vasastan,Stockholms kommun,2021-04-01,3985000,3195000,Lägenhet,Bostadsrätt,2 ,34 ,False,2 av 4,True,1916,2074,3480
"Nina Einhorns gata 1, 5tr",Vasastan - Hagastaden,Stockholms kommun,2021-03-31,3950000,3750000,Lägenhet,Bostadsrätt,2 ,"37,5 ",True,5,True,2019,2172,4850
"Norrbackagatan 25C, 2 tr",Vasastan,Stockholms kommun,2021-03-31,4150000,3495000,Lägenhet,Bostadsrätt,2 ,42 ,False,2 av 5,True,1935,2060,5620
Birkagatan 34,Vasastan- Birkastan,Stockholms kommun,2021-03-31,5800000,5195000,Lägenhet,Bostadsrätt,2 ,56 ,,,,1902,1999,5520
"Torsplan 8, plan 14",Vasastaden,Stockholms kommun,2021-03-31,7000000,7000000,Lägenhet,Bostadsrätt,2 ,63 ,True,14 av 36,True,,3847,
Hälsingegatan 13 A,Vasastan,Stockholms kommun,2021-03-31,4350000,3650000,Lägenhet,Andel i bostadsförening,2 ,39 ,True,,,1899,1490,
"Luntmakargatan 75, 1,5 tr",Vasastan,Stockholms kommun,2021-03-31,7300000,6595000,Lägenhet,Bostadsrätt,2 ,66 ,,,,1885,3027,
Vanadisvägen 44,Vasastan/Odenplan,Stockholms kommun,2021-03-31,7200000,6250000,Lägenhet,Bostadsrätt,2 ,65 ,,,,1925,2398,4800
"Torsgatan 29, 6tr (8tr mot gård) Vindsvåning",Vasastan - S:t Eriksplan,Stockholms kommun,2021-03-30,10930000,8995000,Lägenhet,Bostadsrätt,2 ,72 ,True,6 av 6,True,1927,3635,
"Nina Einhorns Gata 7, 10tr",Vasastan - Hagastaden,Stockholms kommun,2021-03-30,5600000,4990000,Lägenhet,Bostadsrätt,2 ,50 ,True,10 av 12,True,2018,2686,4200
"Robert Almströmsgatan 12, 2 tr",Vasastan Birkastan,Stockholms kommun,2021-03-30,4600000,,Lägenhet,Bostadsrätt,2 ,41 ,False,2 av 5,True,1929,1982,6300
Döbelnsgatan 18,Vasastan,Stockholms kommun,2021-03-30,5350000,4450000,Lägenhet,Bostadsrätt,2 ,41 ,True,,,1891,2876,4200
Roslagsgatan 41,Vasastan - Sibirien,Stockholms kommun,2021-03-29,6200000,5595000,Lägenhet,Andel i bostadsförening,2 ,59 ,,1,False,1892,3413,
Döbelnsgatan 89,Vasastaden,Stockholms kommun,2021-03-29,4675000,4195000,Lägenhet,Bostadsrätt,2 ,"43,5 ",False,2 av 6,True,1972,1101,
Sveavägen 136,Vasastan,Stockholms kommun,2021-03-29,4450000,4250000,Lägenhet,Bostadsrätt,2 ,48 ,True,5 av 7,True,1937,1600,6000
Gävlegatan 36B,Hagastaden Vasastan,Stockholms kommun,2021-03-29,3900000,3900000,Lägenhet,Bostadsrätt,2 ,35 ,False,11 av 16,True,2020,2090,
Surbrunnsgatan 55,Vasastan,Stockholms kommun,2021-03-29,5130000,5130000,Lägenhet,Bostadsrätt,2 ,58 ,,9 av 10,False,1974,2663,
Tomtebogatan 27,Birkastan,Stockholms kommun,2021-03-29,4600000,3995000,Lägenhet,Bostadsrätt,2 ,41 ,False,1 av 5,False,1906,1909,5400
"Frejgatan 23, 3 tr",Vasastan - Sibirien,Stockholms kommun,2021-03-29,6200000,5495000,Lägenhet,Bostadsrätt,2 ,55 ,False,3 av 5,True,1902,3057,6644
Nina Einhorns Gata 7,Vasastan,Stockholms kommun,2021-03-28,4300000,4300000,Lägenhet,Bostadsrätt,2 ,53 ,False,7 av 12,True,,2857,5674
"Sveavägen 99, gårdsläge",Vasastan Sibirien,Stockholms kommun,2021-03-27,4800000,3950000,Lägenhet,Bostadsrätt,2 ,"43,5 ",False,,,1926,2057,
"Surbrunnsgatan 31C, 3 tr",Vasastan,Stockholms kommun,2021-03-27,6300000,5495000,Lägenhet,Bostadsrätt,2 ,"52,5 ",True,3 av 3,False,1905,2347,2040
Idungatan 12 - Accepterat pris!,Vasastan,Stockholms kommun,2021-03-26,4750000,4850000,Lägenhet,Bostadsrätt,2 ,50 ,,,,1905,1707,
Vikingagatan 41,Vasastan,Stockholms kommun,2021-03-26,4500000,4500000,Lägenhet,Bostadsrätt,2 ,43 ,False,3 av 4,True,1923,2333,3620
"Tomtebogatan 21, 6tr",Vasastan - Birkastan,Stockholms kommun,2021-03-26,10300000,9100000,Lägenhet,Bostadsrätt,2 ,74 ,True,6 av 6,True,1909,3767,
Sankt Eriksgatan 84,Vasastan/Birkastan,Stockholms kommun,2021-03-26,4000000,3650000,Lägenhet,Bostadsrätt,2 ,37 ,False,2 av 7,True,1928,1294,3620
"Tomtebogatan 44, 4tr",Birkastan,Stockholms kommun,2021-03-26,4010000,3495000,Lägenhet,Andel i bostadsförening,2 ,30 ,True,,,1913,1356,
Ingemarsgatan 3A,Vasastan - Sibirien,Stockholms kommun,2021-03-25,3500000,3150000,Lägenhet,Bostadsrätt,2 ,34 ,,1,True,1913,1890,
"Roslagsgatan 37, vån 4",Vasastan,Stockholms kommun,2021-03-25,8600000,7295000,Lägenhet,Bostadsrätt,2 ,75 ,True,4,True,1897,3730,5400
"Upplandsgatan 24A, 2tr",Vasastan - Tegnérlunden,Stockholms kommun,2021-03-25,7200000,6195000,Lägenhet,Bostadsrätt,2 ,59 ,True,2 av 5,True,1885,2557,
Surbrunnsgatan 57,Vasastan Odenplan,Stockholms kommun,2021-03-25,4850000,4795000,Lägenhet,Bostadsrätt,2 ,58 ,False,7 av 10,True,1974,2663,
"Gävlegatan 3, 3 tr",Vasastan,Stockholms kommun,2021-03-25,5150000,4595000,Lägenhet,Bostadsrätt,2 ,47 ,,3 av 5,False,1926,1705,
"Sveavägen 95, 1,5 tr - Gårdsläge",Vasastan,Stockholms kommun,2021-03-25,4800000,4095000,Lägenhet,Bostadsrätt,2 ,45 ,False,1,True,1926,2106,4450
"Vanadisvägen 22 a, 5 tr",Vasastan,Stockholms kommun,2021-03-25,5800000,4750000,Lägenhet,Andel i bostadsförening,2 ,45 ,True,,,,1921,4400
"Rådmansgatan 70 B, 4tr",Vasastan,Stockholms kommun,2021-03-25,6900000,6495000,Lägenhet,Bostadsrätt,2 ,57 ,,,,1864,3376,
"Norrbackagatan 22, 3tr",Birkastan,Stockholms kommun,2021-03-25,7250000,6195000,Lägenhet,Bostadsrätt,2 ,62 ,,,,1926,2233,
"Karlbergsvägen 80 A, 6tr",Vasastan,Stockholms kommun,2021-03-25,7550000,6500000,Lägenhet,Bostadsrätt,2 ,70 ,True,,,1912,3211,9500
"Västmannagatan 87 A, 3tr.",Vasastan - Odenplan,Stockholms kommun,2021-03-24,5600000,4995000,Lägenhet,Bostadsrätt,2 ,53 ,,3 av 5,True,1901,2046,
Gävlegatan 36B,Hagastaden Vasastan,Stockholms kommun,2021-03-24,4260000,4150000,Lägenhet,Bostadsrätt,2 ,32 ,False,12 av 16,True,2020,1911,
Torsgatan 69,Vasastan - Röda Bergen,Stockholms kommun,2021-03-24,5400000,4695000,Lägenhet,Bostadsrätt,2 ,58 ,,1,True,1929,2606,
